,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,G/GP,A/GP,YearBorn,age,BMI,Adjusted +/-,PIM/GP,iFF/GP,iSF/GP,ixG/GP,iSCF/GP,Pass/GP,iHF/GP,iHA/GP,iMiss/GP,iGVA/GP,iTKA/GP,iBLK/GP,iPEND/GP,iPENT/GP,SCF/GP,SCA/GP,GF/GP,GA/GP,Player Value,Difference in valuation
737,1900000,89-01-23,Oakville,ON,CAN,CAN,73,204,2003.0,5.0,158.0,L,Mitchell,John,C,COL,65,3,4,1,3,7,-12,-11.9,45,1121,48960,814.9,12.55,12.55,23.4,50.0,4.5,0.925,970.0,1.03,2.21,31.8,-16,-1.18,127.0,127,85.0,57.0,57,57,5.2,19.0,3.0,2.0,5.0,32.1,29.2,57.1,88,88.0,38.0,50.0,28,17,29,45,17.0,29.0,45.0,6.2,298,240,298.0,240.0,55.4,74.7,98,95,95,69,105,76,82,62,116,105,174,132,0,1,1,0,0,0,0,0,0,0,0,0,3,0,4,2,22,5,0,4,11,2,0,35,17,4,15.0,4.0,-13,-6.8,15,1,0,1,0,670.0,725.0,459.0,547.0,313.0,399.0,22.4,32.9,61.0,109.0,14.0,30.0,11.0,19.0,29.0,29.0,40,48,392.0,328.0,382.0,224.0,102.0,97.0,61.0,40.0,-1.2,0.6,-0.6,2663.43,179,7.8,102.7,7.1,0.11,0.046153846153846156,0.06153846153846154,1989,33,7013637.585600001,-0.09999999999999964,0.6923076923076923,1.3076923076923077,0.8769230769230769,0.08,0.2923076923076923,0.8784615384615385,1.353846153846154,0.5846153846153846,0.4307692307692308,0.26153846153846155,0.4461538461538462,0.6923076923076923,0.06153846153846154,0.23076923076923078,0.9384615384615385,1.676923076923077,0.2153846153846154,0.46153846153846156,1673149.6450032087,-226850.35499679134
740,3750000,94-02-24,Montreal,QC,CAN,CAN,75,208,2008.0,2.0,55.0,L,Scandella,Marco,D,MIN,71,4,9,4,5,13,-2,2.0,25,1677,78122,1298.0,18.33,18.32,32.3,25.5,8.5,0.9,985.0,2.36,3.19,42.5,-18,-0.83,200.0,200,123.0,88.0,88,88,4.0,5.0,2.0,7.0,9.0,50.2,43.1,86.4,50,50.0,88.0,-38.0,35,36,28,85,36.0,28.0,85.0,6.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,2,3,29,3,1,38,17,0,0,29,11,7,11.0,8.0,-4,2.0,10,1,0,0,0,1105.0,1298.0,820.0,971.0,598.0,687.0,50.6,57.9,158.0,167.0,51.0,69.0,44.0,40.0,51.0,44.0,95,84,565.0,596.0,360.0,445.0,139.0,138.0,71.0,73.0,0.3,2.0,2.3,2724.14,161,7.8,111.1,15.7,0.22,0.056338028169014086,0.1267605633802817,1994,28,7548372.0,-4.0,0.352112676056338,1.732394366197183,1.2394366197183098,0.056338028169014086,0.07042253521126761,1.2169014084507044,0.704225352112676,1.2394366197183098,0.49295774647887325,0.5070422535211268,0.39436619718309857,1.1971830985915493,0.11267605633802817,0.15492957746478872,2.2253521126760565,2.352112676056338,0.7183098591549296,0.971830985915493,2484723.3204716975,-1265276.6795283025
741,655000,99-01-13,Hamilton,ON,CAN,CAN,78,222,2013.0,4.0,108.0,L,Harpur,Ben,D,OTT,6,0,0,0,0,0,-1,-0.4,0,151,6409,106.8,17.8,17.8,31.8,0.0,9.1,0.878,969.0,2.25,2.81,44.4,-1,-0.56,11.0,11,4.0,3.0,3,3,0.1,0.0,0.0,0.0,0.0,81.3,57.9,0.0,5,5.0,8.0,-3.0,1,5,2,3,5.0,2.0,3.0,3.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0.0,1.0,1,1.5,0,0,0,0,0,89.0,84.0,64.0,67.0,44.0,41.0,4.1,3.8,15.0,12.0,4.0,5.0,3.0,2.0,3.0,4.0,6,6,33.0,57.0,42.0,44.0,13.0,12.0,2.0,2.0,-0.1,0.2,0.0,229.48,8,0.0,97.2,0.8,0.14,0.0,0.0,1999,23,8713840.6368,-0.6,0.0,0.6666666666666666,0.5,0.016666666666666666,0.0,0.0,0.8333333333333334,1.3333333333333333,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.0,2.5,2.0,0.6666666666666666,0.8333333333333334,760799.3068604423,105799.30686044227
743,900000,97-01-25,Windsor,ON,CAN,CAN,73,205,2011.0,1.0,24.0,L,Puempel,Matt,LW,NYR/OTT,40,6,3,2,1,9,-11,0.1,11,583,23145,384.2,9.65,9.63,18.7,81.8,6.1,0.888,950.0,1.72,2.66,39.3,-6,-0.94,80.0,80,63.0,44.0,44,44,5.3,23.0,6.0,2.0,8.0,29.0,22.9,77.5,28,28.0,41.0,-13.0,19,6,8,12,6.0,8.0,12.0,3.6,0,1,0.0,1.0,0.0,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,3,1,0,2,16,8,0,1,8,3,0,24,4,5,5.0,5.0,1,1.3,3,1,0,0,0,354.0,335.0,256.0,240.0,179.0,152.0,14.8,13.1,51.0,43.0,11.0,17.0,16.0,7.0,16.0,14.0,32,21,153.0,178.0,209.0,182.0,57.0,41.0,22.0,17.0,0.6,-0.1,0.5,1674.95,52,12.0,107.6,8.0,0.2,0.15,0.075,1997,25,7048018.162000001,-11.1,0.275,1.575,1.1,0.1325,0.575,1.9375,0.7,1.025,0.475,0.15,0.2,0.3,0.125,0.125,1.275,1.075,0.275,0.425,877509.7855078366,-22490.214492163388
744,1300000,95-08-22,Lethbridge,AB,CAN,CAN,74,210,2010.0,6.0,162.0,L,Davidson,Brandon,D,EDM/MTL,38,0,3,2,1,3,-2,0.1,20,822,35841,597.4,15.72,15.72,29.1,15.0,7.4,0.909,983.0,2.01,2.61,43.5,-6,-0.6,90.0,90,58.0,42.0,42,42,1.5,1.0,2.0,7.0,9.0,53.3,48.1,50.8,42,42.0,66.0,-24.0,16,20,7,61,20.0,7.0,61.0,11.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,21,5,0,0,16,6,0,5.0,0.0,-6,-1.2,5,0,0,1,0,521.0,546.0,381.0,396.0,272.0,287.0,21.2,27.4,61.0,90.0,20.0,26.0,17.0,27.0,35.0,29.0,52,56,268.0,281.0,314.0,260.0,113.0,73.0,40.0,26.0,-0.4,1.1,0.7,1456.59,123,9.8,107.2,8.7,0.23,0.0,0.07894736842105263,1995,27,7419081.936000001,-2.1,0.5263157894736842,1.5263157894736843,1.105263157894737,0.039473684210526314,0.02631578947368421,1.3368421052631578,1.105263157894737,1.736842105263158,0.42105263157894735,0.5263157894736842,0.18421052631578946,1.605263157894737,0.0,0.13157894736842105,1.605263157894737,2.3684210526315788,0.5263157894736842,0.6842105263157895,1149367.627687083,-150632.3723129169
745,4250000,93-02-15,Huntington,NY,USA,CAN,75,191,2007.0,1.0,11.0,R,Sutter,Brandon,C,VAN,81,17,17,7,10,34,-20,-16.1,12,2069,91382,1516.5,18.8,18.78,31.4,65.4,7.5,0.914,989.0,2.06,2.61,44.1,-14,-0.55,272.0,271,227.0,160.0,160,160,17.5,68.0,7.0,16.0,23.0,28.4,26.4,135.9,78,78.0,90.0,-12.0,67,21,32,53,21.0,32.0,53.0,3.9,788,664,788.0,664.0,54.3,85.7,331,264,206,213,251,187,251,230,229,215,490,388,1,0,1,0,1,1,2,1,1,1,2,0,10,3,5,8,51,18,8,7,11,4,3,109,6,20,6.0,21.0,14,16.2,6,0,0,0,0,1295.0,1356.0,949.0,1052.0,691.0,766.0,64.1,70.8,216.0,261.0,52.0,66.0,41.0,44.0,62.0,59.0,103,103,912.0,783.0,393.0,449.0,173.0,155.0,60.0,93.0,1.5,1.2,2.7,3319.57,143,18.3,104.9,30.7,0.38,0.20987654320987653,0.20987654320987653,1993,29,6931437.75,-3.8999999999999986,0.14814814814814814,2.802469135802469,1.9753086419753085,0.21604938271604937,0.8395061728395061,1.6777777777777778,0.9629629629629629,1.1111111111111112,0.8271604938271605,0.25925925925925924,0.3950617283950617,0.654320987654321,0.25925925925925924,0.07407407407407407,2.6666666666666665,3.2222222222222223,0.6419753086419753,0.8148148148148148,2638896.705590382,-1611103.2944096178
746,1250000,95-01-14,Ayr,ON,CAN,CAN,74,211,2009.0,2.0,35.0,L,Clifford,Kyle,LW/C,L.A,73,6,6,6,0,12,-2,2.5,92,1101,46968,781.8,10.72,10.72,20.8,75.0,4.2,0.935,977.0,1.23,1.38,47.1,-2,-0.15,199.0,199,166.0,122.0,122,122,10.8,42.0,8.0,11.0,19.0,36.5,31.7,313.3,146,146.0,97.0,49.0,44,7,17,7,7.0,17.0,7.0,1.2,2,3,2.0,3.0,40.0,0.8,0,1,0,0,2,2,0,0,1,1,2,3,0,1,0,1,0,0,1,0,1,0,3,0,1,0,2,2,40,8,3,13,14,8,0,76,24,8,24.0,9.0,-16,-12.9,11,12,0,1,0,751.0,572.0,548.0,411.0,381.0,279.0,29.1,25.2,95.0,88.0,16.0,18.0,26.0,21.0,42.0,40.0,68,61,295.0,346.0,507.0,442.0,94.0,58.0,62.0,47.0,-0.2,1.1,0.9,2968.33,257,14.8,101.5,24.1,0.33,0.0821917808219178,0.0821917808219178,1995,27,7454410.897600001,-4.5,1.2602739726027397,2.2739726027397262,1.6712328767123288,0.14794520547945206,0.5753424657534246,4.291780821917809,2.0,1.3287671232876712,0.6027397260273972,0.0958904109589041,0.2328767123287671,0.0958904109589041,0.1232876712328767,0.3287671232876712,1.3013698630136987,1.2054794520547945,0.2191780821917808,0.2465753424657534,1153448.7637241923,-96551.23627580772
748,6750000,97-08-14,Salem,NJ,USA,USA,69,157,2011.0,4.0,104.0,L,Gaudreau,Johnny,LW,CGY,72,18,43,30,13,61,-7,9.9,4,1595,79882,1319.3,18.48,18.43,32.2,80.3,9.7,0.908,1006.0,3.46,2.32,59.8,25,1.14,307.0,307,241.0,182.0,182,182,16.7,53.0,10.0,8.0,18.0,25.9,24.5,567.9,9,9.0,43.0,-34.0,59,86,44,14,86.0,44.0,14.0,1.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,3,0,1,3,2,2,7,0,7,5,47,25,2,19,13,10,5,108,2,36,2.0,31.0,34,23.8,2,0,0,0,0,1448.0,1020.0,1058.0,770.0,780.0,555.0,76.2,50.6,253.0,156.0,76.0,51.0,61.0,42.0,54.0,63.0,115,105,649.0,689.0,305.0,280.0,263.0,157.0,82.0,108.0,4.8,1.3,6.1,2779.74,27,26.5,112.2,62.0,0.86,0.25,0.5972222222222222,1997,25,4822422.6132,-16.9,0.05555555555555555,3.3472222222222223,2.5277777777777777,0.23194444444444443,0.7361111111111112,7.887499999999999,0.125,0.5972222222222222,0.8194444444444444,1.1944444444444444,0.6111111111111112,0.19444444444444445,0.4305555555555556,0.027777777777777776,3.513888888888889,2.1666666666666665,1.0555555555555556,0.7083333333333334,4577461.4827115135,-2172538.5172884865
749,5500000,95-07-21,Belleville,ON,CAN,CAN,71,179,2011.0,5.0,139.0,R,Shaw,Andrew,C/LW/RW,MTL,68,12,17,7,10,29,4,5.3,110,1357,62023,1031.8,15.2,15.19,27.5,55.8,9.4,0.929,1022.0,3.02,1.8,62.7,21,1.22,221.0,221,167.0,127.0,127,127,15.6,57.0,15.0,12.0,27.0,21.5,19.8,130.9,147,147.0,156.0,-9.0,40,29,28,38,29.0,28.0,38.0,4.8,239,199,239.0,199.0,54.6,43.7,54,53,53,52,132,94,49,55,99,75,145,116,1,4,1,0,0,0,3,0,0,0,2,1,6,2,3,1,34,20,3,7,10,7,3,77,29,21,22.0,20.0,-8,3.7,19,6,1,2,1,1107.0,797.0,786.0,579.0,556.0,436.0,50.2,34.2,157.0,105.0,52.0,31.0,53.0,33.0,71.0,62.0,124,95,532.0,470.0,427.0,543.0,205.0,94.0,56.0,53.0,1.6,1.3,3.0,2722.23,301,9.2,110.7,39.4,0.58,0.17647058823529413,0.25,1995,27,5821530.292400001,-1.2999999999999998,1.6176470588235294,2.4558823529411766,1.8676470588235294,0.22941176470588234,0.8382352941176471,1.925,2.161764705882353,2.2941176470588234,0.5882352941176471,0.4264705882352941,0.4117647058823529,0.5588235294117647,0.29411764705882354,0.3235294117647059,2.3088235294117645,1.5441176470588236,0.7647058823529411,0.45588235294117646,1319625.5461673627,-4180374.4538326375
752,925000,97-02-09,Anaheim,CA,USA,USA,66,180,2011.0,2.0,33.0,R,Grimaldi,Rocco,C,COL,4,0,1,1,0,1,-3,0.0,2,57,2640,44.0,11.0,11.0,22.5,100.0,4.2,0.857,899.0,1.36,5.45,20.0,-3,-4.09,18.0,18,13.0,11.0,11,11,1.4,7.0,2.0,1.0,3.0,20.3,19.8,40.0,1,1.0,0.0,1.0,2,0,3,4,0.0,3.0,4.0,7.5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,5,1,3,1.0,2.0,2,0.0,1,0,0,0,0,42.0,53.0,31.0,39.0,24.0,28.0,2.2,2.2,10.0,7.0,1.0,4.0,2.0,1.0,2.0,0.0,4,1,19.0,27.0,15.0,6.0,4.0,6.0,2.0,4.0,0.0,-0.1,-0.1,151.61,7,4.0,129.5,0.8,0.19,0.0,0.25,1997,25,5058570.528000001,-3.0,0.5,3.25,2.75,0.35,1.75,10.0,0.25,0.0,0.5,0.0,0.75,1.0,0.5,0.25,2.5,1.75,0.25,1.0,1022565.322887646,97565.32288764603
753,575000,91-09-29,Rome,NY,USA,USA,77,228,2006.0,3.0,85.0,L,Sestito,Tom,LW,PIT,13,0,2,1,1,2,0,-1.5,48,126,4315,71.9,5.53,5.53,12.2,66.7,16.7,0.909,1076.0,2.5,2.5,50.0,0,0.0,6.0,6,3.0,3.0,3,3,0.2,1.0,0.0,0.0,0.0,35.0,34.4,12.7,19,19.0,8.0,11.0,0,2,0,2,2.0,0.0,2.0,3.3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,7.0,1.0,-8,-6.0,4,4,0,1,1,38.0,61.0,27.0,45.0,18.0,33.0,1.4,2.3,4.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,1,1,34.0,41.0,60.0,35.0,5.0,4.0,12.0,6.0,0.0,0.0,0.1,518.77,73,4.8,82.6,-0.5,-0.04,0.0,0.15384615384615385,1991,31,8721350.2992,1.5,3.6923076923076925,0.23076923076923078,0.23076923076923078,0.015384615384615385,0.07692307692307693,0.9769230769230769,1.4615384615384615,0.6153846153846154,0.0,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.5384615384615384,0.3076923076923077,0.6153846153846154,0.23076923076923078,0.23076923076923078,987419.6774985188,412419.67749851884
754,800000,94-10-02,Montreal,QC,CAN,CAN,76,208,2009.0,2.0,38.0,R,Chiasson,Alex,RW,CGY,81,12,12,5,7,24,-6,4.2,46,1501,65069,1084.3,13.38,13.39,24.5,64.9,7.3,0.905,978.0,2.05,2.43,45.7,-7,-0.39,165.0,165,131.0,104.0,104,104,10.8,41.0,11.0,11.0,22.0,30.4,27.0,108.1,74,74.0,93.0,-19.0,27,22,32,18,22.0,32.0,18.0,2.0,7,22,7.0,22.0,24.1,2.9,2,2,3,2,2,18,3,10,2,5,4,13,0,3,1,0,0,0,1,1,0,1,3,0,6,0,1,2,24,9,1,13,8,14,1,58,16,9,15.0,8.0,-7,-2.5,13,2,0,0,1,953.0,889.0,708.0,664.0,504.0,461.0,42.5,42.4,136.0,134.0,37.0,44.0,26.0,28.0,51.0,50.0,77,78,498.0,516.0,311.0,307.0,198.0,135.0,65.0,66.0,0.8,1.1,1.9,3341.73,140,8.2,101.9,26.1,0.32,0.14814814814814814,0.14814814814814814,1994,28,7751003.8527999995,-10.2,0.5679012345679012,1.617283950617284,1.2839506172839505,0.13333333333333333,0.5061728395061729,1.334567901234568,0.9135802469135802,1.1481481481481481,0.3333333333333333,0.2716049382716049,0.3950617283950617,0.2222222222222222,0.09876543209876543,0.18518518518518517,1.6790123456790123,1.654320987654321,0.4567901234567901,0.5432098765432098,955912.5580493447,155912.5580493447
756,832500,99-08-04,Langley,BC,CAN,CAN,74,195,2013.0,1.0,26.0,L,Theodore,Shea,D,ANA,34,2,7,6,1,9,-6,-2.4,28,738,35319,585.7,17.32,17.29,29.7,32.1,8.5,0.899,984.0,2.87,2.97,49.1,-1,-0.1,126.0,126,89.0,60.0,60,60,3.6,8.0,3.0,7.0,10.0,42.1,41.5,118.2,14,14.0,23.0,-9.0,29,30,4,30,30.0,4.0,30.0,5.9,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,27,1,0,11,3,0,1,44,14,4,13.0,4.0,-10,-1.7,14,0,0,0,0,600.0,505.0,463.0,396.0,330.0,287.0,29.9,26.1,95.0,86.0,28.0,29.0,30.0,16.0,28.0,29.0,58,45,294.0,253.0,266.0,207.0,101.0,46.0,54.0,39.0,0.5,0.9,1.4,1383.44,72,1.3,113.2,9.8,0.29,0.058823529411764705,0.20588235294117646,1999,23,6889147.512,-3.6,0.8235294117647058,2.6176470588235294,1.7647058823529411,0.10588235294117647,0.23529411764705882,3.476470588235294,0.4117647058823529,0.6764705882352942,0.8529411764705882,0.8823529411764706,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.38235294117647056,2.7941176470588234,2.5294117647058822,0.8235294117647058,0.8529411764705882,986765.0254171866,154265.02541718655
758,1250000,90-08-07,Trenton,MI,USA,USA,71,188,2006.0,7.0,211.0,R,Condra,Erik,RW,T.B,13,0,0,0,0,0,-4,-0.8,4,174,7519,124.0,9.63,9.6,18.8,0.0,3.7,0.923,960.0,0.97,2.42,28.6,-3,-1.45,15.0,15,11.0,8.0,8,8,0.8,3.0,1.0,1.0,2.0,30.3,29.1,0.0,5,5.0,21.0,-16.0,3,2,3,7,2.0,3.0,7.0,5.9,1,0,1.0,0.0,100.0,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,5,2,3,2.0,2.0,1,1.0,2,0,0,0,0,108.0,119.0,78.0,93.0,54.0,65.0,4.2,4.8,11.0,13.0,2.0,5.0,5.0,6.0,4.0,8.0,9,14,59.0,64.0,36.0,68.0,24.0,8.0,10.0,13.0,-0.4,0.0,-0.4,535.45,16,4.0,109.8,0.1,0.0,0.0,0.0,1990,32,6114232.9328000005,-3.2,0.3076923076923077,0.8461538461538461,0.6153846153846154,0.06153846153846154,0.23076923076923078,0.0,0.38461538461538464,1.6153846153846154,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.8461538461538461,1.0,0.15384615384615385,0.38461538461538464,976350.3738761501,-273649.6261238499
764,700000,98-07-02,Keswick,ON,CAN,CAN,73,195,2012.0,2.0,55.0,L,Tierney,Chris,C,S.J,80,11,12,8,4,23,0,1.1,6,1722,70098,1169.6,14.63,14.62,25.8,60.5,7.8,0.911,990.0,1.95,2.62,42.7,-13,-0.67,149.0,148,115.0,90.0,90,90,11.5,44.0,10.0,9.0,19.0,26.1,21.7,193.2,50,50.0,56.0,-6.0,25,59,41,44,59.0,40.0,44.0,3.7,401,425,396.0,423.0,48.5,76.7,141,153,162,165,98,107,109,119,161,147,236,260,0,2,2,0,0,1,0,1,1,1,0,0,8,0,3,0,22,13,7,7,7,7,1,48,3,18,3.0,18.0,15,15.1,3,0,0,0,0,954.0,1181.0,682.0,844.0,485.0,575.0,45.1,58.3,148.0,208.0,38.0,51.0,31.0,41.0,67.0,64.0,98,105,525.0,543.0,375.0,434.0,255.0,174.0,48.0,80.0,0.4,1.5,1.9,3363.45,100,30.3,109.5,26.6,0.33,0.1375,0.15,1998,24,6704212.398000001,-1.1,0.075,1.4375,1.125,0.14375,0.55,2.415,0.625,0.7,0.3125,0.7375,0.5125,0.55,0.225,0.0375,1.85,2.6,0.475,0.6375,1072468.336757439,372468.33675743896
765,6000000,95-01-17,Haliburton,ON,CAN,CAN,71,195,2009.0,1.0,3.0,L,Duchene,Matt,C/LW,COL,77,18,23,14,9,41,-34,-1.2,12,1797,84565,1403.9,18.28,18.27,31.1,75.9,7.3,0.884,958.0,2.31,3.42,40.3,-26,-1.11,275.0,275,227.0,160.0,160,160,19.0,74.0,17.0,14.0,31.0,25.3,23.6,301.7,42,42.0,71.0,-29.0,67,46,60,41,46.0,60.0,41.0,3.5,687,411,687.0,411.0,62.6,75.9,283,169,176,107,228,135,189,111,271,168,412,254,1,2,3,0,0,0,1,1,1,1,4,0,10,1,2,8,56,15,2,8,18,10,3,104,6,15,6.0,14.0,9,8.2,6,0,0,0,0,1363.0,1187.0,1025.0,913.0,736.0,692.0,63.9,57.1,208.0,197.0,54.0,80.0,46.0,44.0,43.0,59.0,89,103,870.0,576.0,375.0,342.0,173.0,172.0,53.0,83.0,2.6,0.5,3.1,3111.05,95,17.0,109.0,40.5,0.53,0.23376623376623376,0.2987012987012987,1995,27,6341890.542,-32.8,0.15584415584415584,2.948051948051948,2.0779220779220777,0.24675324675324675,0.961038961038961,3.918181818181818,0.5454545454545454,0.922077922077922,0.8701298701298701,0.5974025974025974,0.7792207792207793,0.5324675324675324,0.18181818181818182,0.07792207792207792,2.7012987012987013,2.5584415584415585,0.7012987012987013,1.0389610389610389,5005466.417936348,-994533.5820636516
768,725000,97-04-21,Newmarket,ON,CAN,CAN,76,211,2013.0,3.0,81.0,R,Gabriel,Kurtis,RW,MIN,13,0,1,0,1,1,0,-0.6,29,118,4539,75.6,5.82,5.82,13.0,50.0,8.7,0.957,1043.0,1.59,1.59,50.0,0,0.0,6.0,6,5.0,3.0,3,3,0.3,1.0,0.0,0.0,0.0,39.3,29.2,0.0,26,26.0,14.0,12.0,2,3,0,1,3.0,0.0,1.0,1.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,7,0,6.0,3.0,-7,-3.0,2,5,0,0,0,41.0,84.0,32.0,68.0,23.0,46.0,2.1,3.0,7.0,8.0,2.0,2.0,0.0,1.0,0.0,5.0,0,6,33.0,39.0,46.0,35.0,13.0,7.0,8.0,6.0,-0.1,0.1,0.0,507.86,61,13.0,99.2,-1.8,-0.14,0.0,0.07692307692307693,1997,25,7862797.1776,0.6,2.230769230769231,0.38461538461538464,0.23076923076923078,0.023076923076923075,0.07692307692307693,0.0,2.0,1.0769230769230769,0.15384615384615385,0.23076923076923078,0.0,0.07692307692307693,0.23076923076923078,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.15384615384615385,0.15384615384615385,726843.3980126983,1843.3980126982788
769,2000000,97-07-12,Mississauga,ON,CAN,CAN,73,199,2011.0,1.0,5.0,R,Strome,Ryan,RW/C,NYI,69,13,17,10,7,30,-8,-5.4,40,1265,60476,1001.5,14.6,14.57,26.1,66.7,8.2,0.927,1010.0,2.7,1.98,57.7,12,0.72,203.0,203,156.0,114.0,114,114,11.7,48.0,5.0,5.0,10.0,29.8,27.1,219.2,59,59.0,49.0,10.0,42,32,33,21,32.0,33.0,21.0,2.4,147,197,147.0,197.0,42.7,37.3,54,69,45,71,48,57,36,37,50,76,97,130,0,4,2,0,0,0,0,0,1,1,0,0,11,0,3,8,31,5,1,9,20,10,0,69,17,6,15.0,5.0,-11,-7.9,15,2,0,0,0,1020.0,875.0,756.0,651.0,547.0,455.0,51.8,40.4,177.0,133.0,45.0,33.0,33.0,25.0,36.0,42.0,69,67,436.0,487.0,401.0,347.0,168.0,127.0,57.0,62.0,2.0,0.6,2.6,2839.4,122,6.1,113.5,20.8,0.3,0.18840579710144928,0.2463768115942029,1997,25,6841734.7036000015,-2.5999999999999996,0.5797101449275363,2.260869565217391,1.6521739130434783,0.16956521739130434,0.6956521739130435,3.1768115942028983,0.855072463768116,0.7101449275362319,0.6086956521739131,0.463768115942029,0.4782608695652174,0.30434782608695654,0.07246376811594203,0.21739130434782608,2.5652173913043477,1.9275362318840579,0.6521739130434783,0.4782608695652174,1680013.958831493,-319986.04116850696
772,5000000,85-12-28,Winnipeg,MB,CAN,CAN,73,200,2001.0,3.0,95.0,R,Sharp,Patrick,LW/RW/C,DAL,48,8,10,4,6,18,-22,-2.5,31,1073,45917,763.1,15.95,15.93,28.2,72.0,5.7,0.874,931.0,1.97,3.22,37.9,-16,-1.26,261.0,261,194.0,146.0,146,146,12.1,39.0,9.0,9.0,18.0,33.3,30.8,143.3,24,24.0,48.0,-24.0,48,21,16,24,21.0,16.0,24.0,3.7,29,32,29.0,32.0,47.5,8.0,0,3,5,8,24,21,10,7,9,17,15,15,0,0,0,2,0,0,0,0,0,1,0,1,6,0,2,4,42,11,2,17,21,5,1,89,14,9,14.0,8.0,-5,-3.7,13,1,0,0,0,837.0,653.0,614.0,465.0,437.0,325.0,39.6,31.6,141.0,97.0,25.0,41.0,27.0,27.0,28.0,27.0,55,54,392.0,371.0,190.0,239.0,117.0,79.0,43.0,42.0,0.7,-0.2,0.6,1940.45,80,3.1,117.2,22.3,0.47,0.16666666666666666,0.20833333333333334,1985,37,6876115.280000001,-19.5,0.6458333333333334,4.041666666666667,3.0416666666666665,0.2520833333333333,0.8125,2.985416666666667,0.5,1.0,1.0,0.4375,0.3333333333333333,0.5,0.16666666666666666,0.2916666666666667,2.9375,2.0208333333333335,0.5208333333333334,0.8541666666666666,2887618.8225443927,-2112381.1774556073
